member,seed,stage_days,section,biological_unit,split_role,target_state,input_state,mean_absolute_integrated_gradient,claim_scope
0,20260825,0.0,T1_C1_S1,T1_C1,test,I,I,0.0004491360450629145,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S3,T1_C1,test,C,F,8.3349303167779e-05,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S3,T1_C1,test,C,C,0.004460017196834087,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S3,T1_C1,test,C,V,0.0031055654399096966,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S3,T1_C1,test,C,M,0.004181832540780306,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S3,T1_C1,test,V,I,0.0002667103544808924,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S3,T1_C1,test,V,A,0.0022379758302122355,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S3,T1_C1,test,V,F,0.0017648061038926244,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S3,T1_C1,test,V,C,0.001332689542323351,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S3,T1_C1,test,V,V,0.0009838794358074665,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S3,T1_C1,test,V,M,0.011539711616933346,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S3,T1_C1,test,M,I,0.00222602766007185,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S3,T1_C1,test,M,A,0.0007922634831629694,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S3,T1_C1,test,M,F,0.000992746208794415,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S3,T1_C1,test,M,C,0.0012365208240225911,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S3,T1_C1,test,M,V,0.0020999310072511435,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S3,T1_C1,test,M,M,0.004310666583478451,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S4,T1_C1,test,I,I,0.00039145516348071396,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S4,T1_C1,test,I,A,0.0008673480479046702,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S4,T1_C1,test,I,F,0.0008400192018598318,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S4,T1_C1,test,I,C,0.0034258582163602114,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S4,T1_C1,test,I,V,0.0014091964112594724,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S4,T1_C1,test,I,M,0.005954475607722998,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S4,T1_C1,test,A,I,9.458982094656676e-05,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S4,T1_C1,test,A,A,0.0010401506442576647,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S4,T1_C1,test,A,F,0.0017473575426265597,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S4,T1_C1,test,A,C,0.0035869984421879053,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S4,T1_C1,test,A,V,0.0021445960737764835,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S4,T1_C1,test,A,M,0.0009997396264225245,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S4,T1_C1,test,F,I,0.0004845313960686326,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S4,T1_C1,test,F,A,0.0023976555094122887,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S4,T1_C1,test,F,F,0.002733175177127123,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S4,T1_C1,test,F,C,0.00238396436907351,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S4,T1_C1,test,F,V,0.0008477180963382125,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S4,T1_C1,test,F,M,0.013697043061256409,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S4,T1_C1,test,C,I,0.001229786779731512,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S4,T1_C1,test,C,A,0.00041314089321531355,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S4,T1_C1,test,C,F,7.29733583284542e-05,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S4,T1_C1,test,C,C,0.004835996776819229,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S4,T1_C1,test,C,V,0.0030678187031298876,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S4,T1_C1,test,C,M,0.004417239222675562,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S4,T1_C1,test,V,I,0.0001830237451940775,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S4,T1_C1,test,V,A,0.0021403569262474775,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S4,T1_C1,test,V,F,0.0015452498337253928,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S4,T1_C1,test,V,C,0.00145351595710963,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S4,T1_C1,test,V,V,0.000990770640783012,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S4,T1_C1,test,V,M,0.012205488048493862,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S4,T1_C1,test,M,I,0.0015356420772150159,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S4,T1_C1,test,M,A,0.0007593368645757437,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S4,T1_C1,test,M,F,0.0008668150985613465,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S4,T1_C1,test,M,C,0.0013496377505362034,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S4,T1_C1,test,M,V,0.0020665698684751987,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S4,T1_C1,test,M,M,0.004576217848807573,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S5,T1_C1,test,I,I,0.0004231006605550647,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S5,T1_C1,test,I,A,0.0009772218763828278,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S5,T1_C1,test,I,F,0.0007929113344289362,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S5,T1_C1,test,I,C,0.0038976536598056555,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S5,T1_C1,test,I,V,0.001492248266004026,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S5,T1_C1,test,I,M,0.006286126561462879,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S5,T1_C1,test,A,I,0.0001003838115138933,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S5,T1_C1,test,A,A,0.0011776529718190432,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S5,T1_C1,test,A,F,0.0016302139265462756,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S5,T1_C1,test,A,C,0.004076286684721708,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S5,T1_C1,test,A,V,0.0023063577245920897,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S5,T1_C1,test,A,M,0.0010479061165824533,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S5,T1_C1,test,F,I,0.0005239423480816185,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S5,T1_C1,test,F,A,0.0027133577968925238,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S5,T1_C1,test,F,F,0.0025748545303940773,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S5,T1_C1,test,F,C,0.002706295344978571,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S5,T1_C1,test,F,V,0.0008865370764397085,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S5,T1_C1,test,F,M,0.014435703866183758,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S5,T1_C1,test,C,I,0.001325027784332633,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S5,T1_C1,test,C,A,0.00047729327343404293,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S5,T1_C1,test,C,F,6.32625597063452e-05,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S5,T1_C1,test,C,C,0.005498578771948814,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S5,T1_C1,test,C,V,0.003289947984740138,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S5,T1_C1,test,C,M,0.004650842398405075,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S5,T1_C1,test,V,I,0.00019512583094183356,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S5,T1_C1,test,V,A,0.0024256333708763123,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S5,T1_C1,test,V,F,0.001466236892156303,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S5,T1_C1,test,V,C,0.0016507063992321491,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S5,T1_C1,test,V,V,0.0010343900648877025,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S5,T1_C1,test,V,M,0.01286335475742817,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S5,T1_C1,test,M,I,0.0016512171132490039,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S5,T1_C1,test,M,A,0.0008676606230437756,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S5,T1_C1,test,M,F,0.000821464869659394,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S5,T1_C1,test,M,C,0.0015274211764335632,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S5,T1_C1,test,M,V,0.002228069119155407,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S5,T1_C1,test,M,M,0.004814136773347855,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S6,T1_C1,test,I,I,0.00048002306721173227,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S6,T1_C1,test,I,A,0.0010124946711584926,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S6,T1_C1,test,I,F,0.0011334498412907124,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S6,T1_C1,test,I,C,0.0038208477199077606,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S6,T1_C1,test,I,V,0.0016621690010651946,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S6,T1_C1,test,I,M,0.0063460348173975945,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S6,T1_C1,test,A,I,0.00011608858039835468,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S6,T1_C1,test,A,A,0.001217800541780889,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S6,T1_C1,test,A,F,0.0023236346896737814,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S6,T1_C1,test,A,C,0.003978722263127565,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S6,T1_C1,test,A,V,0.002571627963334322,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S6,T1_C1,test,A,M,0.0010627206647768617,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S6,T1_C1,test,F,I,0.0005861463723704219,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S6,T1_C1,test,F,A,0.0028097357135266066,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S6,T1_C1,test,F,F,0.0036786652635782957,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S6,T1_C1,test,F,C,0.0026414133608341217,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S6,T1_C1,test,F,V,0.0009875065879896283,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S6,T1_C1,test,F,M,0.014547494240105152,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S6,T1_C1,test,C,I,0.0014975087251514196,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S6,T1_C1,test,C,A,0.0004929657443426549,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S6,T1_C1,test,C,F,9.15703276405111e-05,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S6,T1_C1,test,C,C,0.005380794405937195,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S6,T1_C1,test,C,V,0.0036716596223413944,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S6,T1_C1,test,C,M,0.00468850415199995,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S6,T1_C1,test,V,I,0.00022639524831902236,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S6,T1_C1,test,V,A,0.002510717837139964,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S6,T1_C1,test,V,F,0.0020964820869266987,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S6,T1_C1,test,V,C,0.0016099604545161128,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S6,T1_C1,test,V,V,0.001161954365670681,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S6,T1_C1,test,V,M,0.01296125166118145,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S6,T1_C1,test,M,I,0.0018727596616372466,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S6,T1_C1,test,M,A,0.0008964180597104132,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S6,T1_C1,test,M,F,0.001173530356027186,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S6,T1_C1,test,M,C,0.0014725010842084885,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S6,T1_C1,test,M,V,0.0025012216065078974,model-derived association; hypothesis generating
0,20260825,0.0,T1_C1_S6,T1_C1,test,M,M,0.004840683192014694,model-derived association; hypothesis generating
0,20260825,0.0,T1_C2_S1,T1_C2,validation,I,I,0.000576926744543016,model-derived association; hypothesis generating
0,20260825,0.0,T1_C2_S1,T1_C2,validation,I,A,0.001143022091127932,model-derived association; hypothesis generating
0,20260825,0.0,T1_C2_S1,T1_C2,validation,I,F,0.0012941074091941118,model-derived association; hypothesis generating
0,20260825,0.0,T1_C2_S1,T1_C2,validation,I,C,0.003616476897150278,model-derived association; hypothesis generating
0,20260825,0.0,T1_C2_S1,T1_C2,validation,I,V,0.001886900281533599,model-derived association; hypothesis generating
0,20260825,0.0,T1_C2_S1,T1_C2,validation,I,M,0.006461945362389088,model-derived association; hypothesis generating
0,20260825,0.0,T1_C2_S1,T1_C2,validation,A,I,0.00013823751942254603,model-derived association; hypothesis generating
0,20260825,0.0,T1_C2_S1,T1_C2,validation,A,A,0.0013698739930987358,model-derived association; hypothesis generating
0,20260825,0.0,T1_C2_S1,T1_C2,validation,A,F,0.002695102244615555,model-derived association; hypothesis generating
0,20260825,0.0,T1_C2_S1,T1_C2,validation,A,C,0.003773606615141034,model-derived association; hypothesis generating
0,20260825,0.0,T1_C2_S1,T1_C2,validation,A,V,0.0029140913393348455,model-derived association; hypothesis generating
0,20260825,0.0,T1_C2_S1,T1_C2,validation,A,M,0.0010751978261396289,model-derived association; hypothesis generating
0,20260825,0.0,T1_C2_S1,T1_C2,validation,F,I,0.0007083970704115927,model-derived association; hypothesis generating
0,20260825,0.0,T1_C2_S1,T1_C2,validation,F,A,0.003171253018081188,model-derived association; hypothesis generating
0,20260825,0.0,T1_C2_S1,T1_C2,validation,F,F,0.004218620248138905,model-derived association; hypothesis generating
0,20260825,0.0,T1_C2_S1,T1_C2,validation,F,C,0.0025189490988850594,model-derived association; hypothesis generating
0,20260825,0.0,T1_C2_S1,T1_C2,validation,F,V,0.0011265907669439912,model-derived association; hypothesis generating
0,20260825,0.0,T1_C2_S1,T1_C2,validation,F,M,0.014820793643593788,model-derived association; hypothesis generating
0,20260825,0.0,T1_C2_S1,T1_C2,validation,C,I,0.00180323317181319,model-derived association; hypothesis generating
0,20260825,0.0,T1_C2_S1,T1_C2,validation,C,A,0.0005483027780428529,model-derived association; hypothesis generating
0,20260825,0.0,T1_C2_S1,T1_C2,validation,C,F,0.0001097039130399935,model-derived association; hypothesis generating
0,20260825,0.0,T1_C2_S1,T1_C2,validation,C,C,0.005104226991534233,model-derived association; hypothesis generating
0,20260825,0.0,T1_C2_S1,T1_C2,validation,C,V,0.004162218887358904,model-derived association; hypothesis generating
0,20260825,0.0,T1_C2_S1,T1_C2,validation,C,M,0.004772871732711792,model-derived association; hypothesis generating
0,20260825,0.0,T1_C2_S1,T1_C2,validation,V,I,0.00027054306701757014,model-derived association; hypothesis generating
0,20260825,0.0,T1_C2_S1,T1_C2,validation,V,A,0.0028325498569756746,model-derived association; hypothesis generating
0,20260825,0.0,T1_C2_S1,T1_C2,validation,V,F,0.0023863587994128466,model-derived association; hypothesis generating
0,20260825,0.0,T1_C2_S1,T1_C2,validation,V,C,0.0015381266130134463,model-derived association; hypothesis generating
0,20260825,0.0,T1_C2_S1,T1_C2,validation,V,V,0.001310354215092957,model-derived association; hypothesis generating
0,20260825,0.0,T1_C2_S1,T1_C2,validation,V,M,0.013203930109739304,model-derived association; hypothesis generating
0,20260825,0.0,T1_C2_S1,T1_C2,validation,M,I,0.002251805504783988,model-derived association; hypothesis generating
0,20260825,0.0,T1_C2_S1,T1_C2,validation,M,A,0.0010069773998111486,model-derived association; hypothesis generating
0,20260825,0.0,T1_C2_S1,T1_C2,validation,M,F,0.001342683914117515,model-derived association; hypothesis generating
0,20260825,0.0,T1_C2_S1,T1_C2,validation,M,C,0.0014151170616969466,model-derived association; hypothesis generating
0,20260825,0.0,T1_C2_S1,T1_C2,validation,M,V,0.0028208496514707804,model-derived association; hypothesis generating
0,20260825,0.0,T1_C2_S1,T1_C2,validation,M,M,0.0049349600449204445,model-derived association; hypothesis generating
